,team1,team2,result1,result2,date_of_match,reference
1116,BIG Academy,Iron Blood,2,1,2022-09-10,/matches/2358725/big-academy-vs-iron-blood-fragadelphia-17
1117,ATK,EG Black,2,0,2022-09-10,/matches/2358728/atk-vs-eg-black-fragadelphia-17
1118,TeamOne,Squirtle Squad,2,0,2022-09-10,/matches/2358723/teamone-vs-squirtle-squad-fragadelphia-17
1119,Paquetá,Arvum,2,1,2022-09-10,/matches/2358695/paquet-vs-arvum-cct-south-america-series-2
1120,Electrify Steel,Vendetta,2,0,2022-09-10,/matches/2358731/electrify-steel-vs-vendetta-fragadelphia-17
1121,allStars,Nexus Academy,2,1,2022-09-10,/matches/2358722/allstars-vs-nexus-academy-ropl-stars-fall-2022
1122,Phantom Troupe,Apeks,0,2,2022-09-10,/matches/2358724/phantom-troupe-vs-apeks-fragadelphia-17
1123,Detonate,EG White,0,2,2022-09-10,/matches/2358730/detonate-vs-eg-white-fragadelphia-17
1124,FaZe,G2,0,2,2022-09-10,/matches/2357719/faze-vs-g2-esl-pro-league-season-16
1125,Iron Blood,Victorum,2,1,2022-09-10,/matches/2358702/iron-blood-vs-victorum-fragadelphia-17
1126,Electrify Steel,Detonate,0,2,2022-09-10,/matches/2358708/electrify-steel-vs-detonate-fragadelphia-17
1127,Davenport University,EG Black,0,2,2022-09-10,/matches/2358707/davenport-university-vs-eg-black-fragadelphia-17
1128,Squirtle Squad,Apeks,2,0,2022-09-10,/matches/2358704/squirtle-squad-vs-apeks-fragadelphia-17
1129,SHAPE,Austria,0,2,2022-09-10,/matches/2358712/shape-vs-austria-clash-of-leagues-2022
1130,Vendetta,EG White,0,2,2022-09-10,/matches/2358709/vendetta-vs-eg-white-fragadelphia-17
1131,ATK,BLVKHVND,2,0,2022-09-10,/matches/2358706/atk-vs-blvkhvnd-fragadelphia-17
1132,Boca Juniors,Yawara,2,1,2022-09-10,/matches/2358694/boca-juniors-vs-yawara-cct-south-america-series-2
1133,Phantom Troupe,TeamOne,0,2,2022-09-10,/matches/2358705/phantom-troupe-vs-teamone-fragadelphia-17
1134,Argon,BIG Academy,0,2,2022-09-10,/matches/2358703/argon-vs-big-academy-fragadelphia-17
1135,UNGENTIUM,PACT,1,2,2022-09-10,/matches/2358710/ungentium-vs-pact-gam3rs-x-eu-champions-fall-2022-poland-closed-qualifier
1136,Outsiders,MIBR,2,0,2022-09-10,/matches/2357718/outsiders-vs-mibr-esl-pro-league-season-16
1137,Austria,SKADE,0,2,2022-09-10,/matches/2358681/austria-vs-skade-clash-of-leagues-2022
1138,BIG,FTW,2,1,2022-09-10,/matches/2357717/big-vs-ftw-esl-pro-league-season-16
1139,SHAPE,BLINK,1,2,2022-09-10,/matches/2358680/shape-vs-blink-clash-of-leagues-2022
1140,Illuminar,UNGENTIUM,1,2,2022-09-10,/matches/2358601/illuminar-vs-ungentium-gam3rs-x-eu-champions-fall-2022-poland-closed-qualifier
1141,ThunderFlash,PACT,1,2,2022-09-10,/matches/2358602/thunderflash-vs-pact-gam3rs-x-eu-champions-fall-2022-poland-closed-qualifier
1142,Rooster,DGG,16,13,2022-09-10,/matches/2358668/rooster-vs-dgg-fortress-oce-masters-fall-2022-blast-premier-qualifier
1143,Grayhound,DGG,16,3,2022-09-10,/matches/2358667/grayhound-vs-dgg-fortress-oce-masters-fall-2022-blast-premier-qualifier
1144,yellow,Rooster,7,16,2022-09-10,/matches/2358666/yellow-vs-rooster-fortress-oce-masters-fall-2022-blast-premier-qualifier
1145,DGG,Rooster,16,14,2022-09-10,/matches/2358665/dgg-vs-rooster-fortress-oce-masters-fall-2022-blast-premier-qualifier
1146,Grayhound,yellow,16,3,2022-09-10,/matches/2358664/grayhound-vs-yellow-fortress-oce-masters-fall-2022-blast-premier-qualifier
1147,BLVKHVND,7AM,2,0,2022-09-10,/matches/2358684/blvkhvnd-vs-7am-fragadelphia-17-last-chance-qualifier
1148,Victorum,Limitless,2,0,2022-09-10,/matches/2358685/victorum-vs-limitless-fragadelphia-17-last-chance-qualifier
1149,Detonate,X13,2,1,2022-09-10,/matches/2358682/detonate-vs-x13-fragadelphia-17-last-chance-qualifier
1150,Fluxo,Sharks,2,0,2022-09-10,/matches/2358662/fluxo-vs-sharks-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1151,Apeks,Snakes Den,2,0,2022-09-10,/matches/2358683/apeks-vs-snakes-den-fragadelphia-17-last-chance-qualifier
1152,ARCTIC,Daotsu,2,1,2022-09-09,/matches/2358654/arctic-vs-daotsu-cbcs-masters-festival-2022-finals
1153,Limitless,Vireo.pro,2,1,2022-09-09,/matches/2358677/limitless-vs-vireopro-fragadelphia-17-last-chance-qualifier
1154,FaZe,Outsiders,2,1,2022-09-09,/matches/2357716/faze-vs-outsiders-esl-pro-league-season-16
1155,Sharks,FURIA Academy,16,12,2022-09-09,/matches/2358661/sharks-vs-furia-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1156,EG White,7AM,2,1,2022-09-09,/matches/2358638/eg-white-vs-7am-fragadelphia-17-last-chance-qualifier
1157,Firstwave,Snakes Den,0,2,2022-09-09,/matches/2358676/firstwave-vs-snakes-den-fragadelphia-17-last-chance-qualifier
1158,Tricked,Monte,2,1,2022-09-09,/matches/2358679/tricked-vs-monte-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1159,X13,Esoteric,2,0,2022-09-09,/matches/2358675/x13-vs-esoteric-fragadelphia-17-last-chance-qualifier
1160,1WIN,SKADE,2,0,2022-09-09,/matches/2358678/1win-vs-skade-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1161,EG Black,Detonate,2,0,2022-09-09,/matches/2358653/eg-black-vs-detonate-fragadelphia-17-last-chance-qualifier
1162,Zenigma,BLVKHVND,0,2,2022-09-09,/matches/2358674/zenigma-vs-blvkhvnd-fragadelphia-17-last-chance-qualifier
1163,BIG,MIBR,2,1,2022-09-09,/matches/2357715/big-vs-mibr-esl-pro-league-season-16
1164,Esoteric,DU Black,2,1,2022-09-09,/matches/2358639/esoteric-vs-du-black-fragadelphia-17-last-chance-qualifier
1165,Snakes Den,Kari,2,1,2022-09-09,/matches/2358652/snakes-den-vs-kari-fragadelphia-17-last-chance-qualifier
1166,Apeks,BIG Academy,0,2,2022-09-09,/matches/2358636/apeks-vs-big-academy-fragadelphia-17-last-chance-qualifier
1167,Websterz,Monte,13,16,2022-09-09,/matches/2358635/websterz-vs-monte-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1168,SKADE,Iron Branch,16,8,2022-09-09,/matches/2358633/skade-vs-iron-branch-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1169,Tricked,Into the Breach,16,9,2022-09-09,/matches/2358634/tricked-vs-into-the-breach-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1170,1WIN,Looking For Org,16,5,2022-09-09,/matches/2358632/1win-vs-looking-for-org-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1171,Limitless,boyfriend peek,2,1,2022-09-09,/matches/2358640/limitless-vs-boyfriend-peek-fragadelphia-17-last-chance-qualifier
1172,Red Wolves,Firstwave,1,2,2022-09-09,/matches/2358658/red-wolves-vs-firstwave-fragadelphia-17-last-chance-qualifier
1173,Touch Point,Zenigma,0,2,2022-09-09,/matches/2358650/touch-point-vs-zenigma-fragadelphia-17-last-chance-qualifier
1174,TeamOne,Victorum,2,0,2022-09-09,/matches/2358649/teamone-vs-victorum-fragadelphia-17-last-chance-qualifier
1175,Vireo.pro,InControl,2,0,2022-09-09,/matches/2358637/vireopro-vs-incontrol-fragadelphia-17-last-chance-qualifier
1176,BLVKHVND,Revel,2,0,2022-09-09,/matches/2358651/blvkhvnd-vs-revel-fragadelphia-17-last-chance-qualifier
1177,X13,All Gas No Brakes,2,0,2022-09-09,/matches/2358630/x13-vs-all-gas-no-brakes-fragadelphia-17-last-chance-qualifier
1178,G2,FTW,2,0,2022-09-09,/matches/2357714/g2-vs-ftw-esl-pro-league-season-16
1179,O PLANO,Fluxo,13,16,2022-09-09,/matches/2358660/o-plano-vs-fluxo-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1180,FURIA Academy,Paquetá,16,12,2022-09-09,/matches/2358659/furia-academy-vs-paquet-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1181,The Union,Fluxo,7,16,2022-09-09,/matches/2358657/the-union-vs-fluxo-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1182,Isurus,Sharks,10,16,2022-09-09,/matches/2358656/isurus-vs-sharks-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1183,Corinthians,O PLANO,8,16,2022-09-09,/matches/2358655/corinthians-vs-o-plano-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1184,Stars Horizon,FURIA Academy,10,16,2022-09-09,/matches/2358646/stars-horizon-vs-furia-academy-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1185,Paquetá,AFundaa,16,1,2022-09-09,/matches/2358648/paquet-vs-afundaa-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1186,Fluxo,SWS,16,7,2022-09-09,/matches/2358647/fluxo-vs-sws-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1187,Detonate,Red Wolves,2,1,2022-09-09,/matches/2358620/detonate-vs-red-wolves-fragadelphia-17-last-chance-qualifier
1188,Stone,Isurus,11,16,2022-09-09,/matches/2358644/stone-vs-isurus-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1189,Corinthians,Liberty,16,3,2022-09-09,/matches/2358645/corinthians-vs-liberty-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1190,Sharks,Furious,16,12,2022-09-09,/matches/2358643/sharks-vs-furious-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1191,Meta BR,Daotsu,0,2,2022-09-09,/matches/2358612/meta-br-vs-daotsu-cbcs-masters-festival-2022-finals
1192,The Union,Rehl,16,6,2022-09-09,/matches/2358642/the-union-vs-rehl-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1193,EG Black,Snakes Den,2,0,2022-09-09,/matches/2358624/eg-black-vs-snakes-den-fragadelphia-17-last-chance-qualifier
1194,Victorum,Touch Point,2,1,2022-09-09,/matches/2358618/victorum-vs-touch-point-fragadelphia-17-last-chance-qualifier
1195,Iron Branch,1PIN,28,25,2022-09-09,/matches/2358628/iron-branch-vs-1pin-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1196,O PLANO,Boca Juniors,16,6,2022-09-09,/matches/2358641/o-plano-vs-boca-juniors-esl-challenger-rotterdam-2022-south-america-open-qualifier-1
1197,Wolsung,Monte,5,16,2022-09-09,/matches/2358631/wolsung-vs-monte-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1198,Into the Breach,Young Ninjas,16,8,2022-09-09,/matches/2358629/into-the-breach-vs-young-ninjas-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1199,7AM,Limitless,2,1,2022-09-09,/matches/2358616/7am-vs-limitless-fragadelphia-17-last-chance-qualifier
1200,Apeks,Esoteric,2,0,2022-09-09,/matches/2358626/apeks-vs-esoteric-fragadelphia-17-last-chance-qualifier
1201,fnatic Rising,Looking For Org,12,16,2022-09-09,/matches/2358627/fnatic-rising-vs-looking-for-org-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1202,1WIN,TITANS,16,12,2022-09-09,/matches/2358625/1win-vs-titans-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1203,BIG Academy,X13,2,0,2022-09-09,/matches/2358615/big-academy-vs-x13-fragadelphia-17-last-chance-qualifier
1204,UNGENTIUM,SKADE,13,16,2022-09-09,/matches/2358623/ungentium-vs-skade-esl-challenger-rotterdam-2022-europe-open-qualifier-1
1205,Sangal,Entropiq,2,0,2022-08-23,/matches/2358094/sangal-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-3
1206,B8,HEET,2,0,2022-08-23,/matches/2358095/b8-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
1207,Redragon,ex-Holkattes,2,0,2022-08-23,/matches/2358200/redragon-vs-ex-holkattes-cct-south-america-series-1
1208,FANTASY,1PIN,19,17,2022-08-23,/matches/2358085/fantasy-vs-1pin-iem-road-to-rio-2022-europe-open-qualifier-3
1209,Tricked,X,2,0,2022-08-23,/matches/2357867/tricked-vs-x-cct-central-europe-series-1
1210,GRGECHI,HEET,7,16,2022-08-23,/matches/2358090/grgechi-vs-heet-iem-road-to-rio-2022-europe-open-qualifier-3
1211,Entropiq,Nemiga,16,12,2022-08-23,/matches/2358089/entropiq-vs-nemiga-iem-road-to-rio-2022-europe-open-qualifier-3
1212,Eternal Fire,GamerLegion,16,13,2022-08-23,/matches/2358086/eternal-fire-vs-gamerlegion-iem-road-to-rio-2022-europe-open-qualifier-3
1213,ECSTATIC,Finest,16,14,2022-08-23,/matches/2358087/ecstatic-vs-finest-iem-road-to-rio-2022-europe-open-qualifier-3
1214,B8,AVANGAR,16,9,2022-08-23,/matches/2358091/b8-vs-avangar-iem-road-to-rio-2022-europe-open-qualifier-3
1215,los kogutos,RCL,16,2,2022-08-23,/matches/2358084/los-kogutos-vs-rcl-iem-road-to-rio-2022-europe-open-qualifier-3
1216,Budapest Five,Sangal,9,16,2022-08-23,/matches/2358088/budapest-five-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
1217,SAW,1PIN,14,16,2022-08-23,/matches/2358062/saw-vs-1pin-iem-road-to-rio-2022-europe-open-qualifier-3
1218,HEET,EC Kyiv,16,14,2022-08-23,/matches/2358077/heet-vs-ec-kyiv-iem-road-to-rio-2022-europe-open-qualifier-3
1219,Fourteen,RCL,15,19,2022-08-23,/matches/2358061/fourteen-vs-rcl-iem-road-to-rio-2022-europe-open-qualifier-3
1220,AVANGAR,Wolsung,16,14,2022-08-23,/matches/2358080/avangar-vs-wolsung-iem-road-to-rio-2022-europe-open-qualifier-3
1221,SINNERS,Nemiga,13,16,2022-08-23,/matches/2358074/sinners-vs-nemiga-iem-road-to-rio-2022-europe-open-qualifier-3
1222,LF0,FANTASY,14,16,2022-08-23,/matches/2358063/lf0-vs-fantasy-iem-road-to-rio-2022-europe-open-qualifier-3
1223,Endpoint,GRGECHI,10,16,2022-08-23,/matches/2358079/endpoint-vs-grgechi-iem-road-to-rio-2022-europe-open-qualifier-3
1224,Astralis,los kogutos,8,16,2022-08-23,/matches/2358060/astralis-vs-los-kogutos-iem-road-to-rio-2022-europe-open-qualifier-3
1225,ECSTATIC,OneTap,16,9,2022-08-23,/matches/2358066/ecstatic-vs-onetap-iem-road-to-rio-2022-europe-open-qualifier-3
1226,B8,Movistar Riders,16,9,2022-08-23,/matches/2358082/b8-vs-movistar-riders-iem-road-to-rio-2022-europe-open-qualifier-3
1227,GamerLegion,Zero Tenacity,16,11,2022-08-23,/matches/2358065/gamerlegion-vs-zero-tenacity-iem-road-to-rio-2022-europe-open-qualifier-3
1228,Eternal Fire,EYEBALLERS,16,6,2022-08-23,/matches/2358064/eternal-fire-vs-eyeballers-iem-road-to-rio-2022-europe-open-qualifier-3
1229,Partizan,Finest,11,16,2022-08-23,/matches/2358070/partizan-vs-finest-iem-road-to-rio-2022-europe-open-qualifier-3
1230,Sashi,Sangal,7,16,2022-08-23,/matches/2358072/sashi-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-3
1231,PALOMA,KOVA,2,1,2022-08-23,/matches/2357866/paloma-vs-kova-cct-central-europe-series-1
1232,TAG,Entropiq,7,16,2022-08-23,/matches/2358075/tag-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-3
1233,BLUEJAYS,Budapest Five,8,16,2022-08-23,/matches/2358073/bluejays-vs-budapest-five-iem-road-to-rio-2022-europe-open-qualifier-3
1234,PROSPECTS,schadE halt,2,1,2022-08-23,/matches/2358071/prospects-vs-schade-halt-elisa-invitational-fall-2022-contenders
1235,Encore,VERTEX,2,1,2022-08-23,/matches/2358058/encore-vs-vertex-iem-road-to-rio-2022-oceania-open-qualifier-2
1236,EC Kyiv,Monte,0,2,2022-08-23,/matches/2357863/ec-kyiv-vs-monte-cct-central-europe-series-1
1237,ECLOT,SC,2,0,2022-08-23,/matches/2357865/eclot-vs-sc-cct-central-europe-series-1
1238,KOVA,Sashi,1,2,2022-08-23,/matches/2358069/kova-vs-sashi-elisa-invitational-fall-2022-contenders
1239,DGG,Antic,2,1,2022-08-23,/matches/2358059/dgg-vs-antic-iem-road-to-rio-2022-oceania-open-qualifier-2
1240,Illuminar,EYEBALLERS,2,1,2022-08-23,/matches/2357864/illuminar-vs-eyeballers-cct-central-europe-series-1
1241,9z,O PLANO,16,8,2022-08-23,/matches/2358009/9z-vs-o-plano-iem-road-to-rio-2022-south-america-open-qualifier-2
1242,O PLANO,Fluxo,2,1,2022-08-23,/matches/2358008/o-plano-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-2
1243,Case,9z,1,2,2022-08-23,/matches/2358007/case-vs-9z-iem-road-to-rio-2022-south-america-open-qualifier-2
1244,ThunderFlash,Iron Branch,1,2,2022-09-22,/matches/2359080/thunderflash-vs-iron-branch-esea-advanced-season-42-europe
1245,Furious,Corinthians,1,2,2022-09-22,/matches/2359042/furious-vs-corinthians-cct-south-america-series-2
1246,fnatic Rising,Anonymo,2,1,2022-09-22,/matches/2359075/fnatic-rising-vs-anonymo-esea-advanced-season-42-europe
1247,X,Partizan,2,1,2022-09-22,/matches/2359059/x-vs-partizan-esea-advanced-season-42-europe
1248,The Union,9z Academy,2,0,2022-09-22,/matches/2359085/the-union-vs-9z-academy-americas-supercup-2022
1249,Nexus,HOTU,1,2,2022-09-22,/matches/2359079/nexus-vs-hotu-esea-advanced-season-42-europe
1250,Liquid,Evil Geniuses,2,0,2022-09-22,/matches/2357743/liquid-vs-evil-geniuses-esl-pro-league-season-16
1251,Into the Breach,SINNERS,0,2,2022-09-22,/matches/2359056/into-the-breach-vs-sinners-cct-central-europe-series-2
1252,TAG,Apeks,1,2,2022-09-22,/matches/2359071/tag-vs-apeks-esea-advanced-season-42-europe
1253,VP.Prodigy,1PIN,1,2,2022-09-22,/matches/2359112/vpprodigy-vs-1pin-scl-season-6
1254,EC Brugge,JoinTheForce,2,0,2022-09-22,/matches/2358907/ec-brugge-vs-jointheforce-betfirst-elite-series-summer-split-2022
1255,HONORIS,LF0,0,2,2022-09-22,/matches/2359060/honoris-vs-lf0-esea-advanced-season-42-europe
1256,Ape Gang,Meta BR,1,2,2022-09-22,/matches/2359041/ape-gang-vs-meta-br-cct-south-america-series-2
1257,eSuba,BLUEJAYS,0,2,2022-09-22,/matches/2359055/esuba-vs-bluejays-cct-central-europe-series-2
1258,PACT,JANO,2,1,2022-09-22,/matches/2359076/pact-vs-jano-esea-advanced-season-42-europe
1259,ex-SKADE,PALOMA,0,2,2022-09-22,/matches/2359070/ex-skade-vs-paloma-esea-advanced-season-42-europe
1260,Movistar Riders,FURIA,0,2,2022-09-22,/matches/2357742/movistar-riders-vs-furia-esl-pro-league-season-16
1261,Finest,MASONIC,1,2,2022-09-22,/matches/2358984/finest-vs-masonic-elisa-invitational-fall-2022
1262,HONORIS,Apeks,2,0,2022-09-22,/matches/2359054/honoris-vs-apeks-cct-central-europe-series-2
1263,Bravado,Nixuh,2,1,2022-09-22,/matches/2359006/bravado-vs-nixuh-telkom-vs-gaming-masters-2022
1264,Antic,VERTEX,1,2,2022-09-22,/matches/2359011/antic-vs-vertex-esl-australia-nz-championship-season-15
1265,Cloud9,Eternal Fire,2,0,2022-09-22,/matches/2357741/cloud9-vs-eternal-fire-esl-pro-league-season-16
1266,BLUEJAYS,Into the Breach,2,0,2022-09-22,/matches/2358983/bluejays-vs-into-the-breach-elisa-invitational-fall-2022
1267,DGG,Nut-E,2,1,2022-09-22,/matches/2359010/dgg-vs-nut-e-esl-australia-nz-championship-season-15
1268,K23,FTW,2,0,2022-09-22,/matches/2359053/k23-vs-ftw-cct-central-europe-series-2
1269,Iron Blood,Vendetta,0,2,2022-09-22,/matches/2359032/iron-blood-vs-vendetta-esl-challenger-league-season-42-north-america
1270,Mythic,Kari,1,2,2022-09-22,/matches/2359035/mythic-vs-kari-esl-challenger-league-season-42-north-america
1271,Strife,Victorum,2,1,2022-09-22,/matches/2359036/strife-vs-victorum-esl-challenger-league-season-42-north-america
1272,Los Grandes Academy,Meta BR,2,0,2022-09-22,/matches/2359077/los-grandes-academy-vs-meta-br-kabum-challenge-cup-2
1273,ex-B4,Daotsu,1,2,2022-09-22,/matches/2359084/ex-b4-vs-daotsu-kabum-challenge-cup-2
1274,EG Black,Unjustified,2,0,2022-09-22,/matches/2359034/eg-black-vs-unjustified-esl-challenger-league-season-42-north-america
1275,MIBR,Brazen,2,0,2022-09-22,/matches/2359033/mibr-vs-brazen-esl-challenger-league-season-42-north-america
1276,REIGN,Detonate,1,0,2022-09-22,/matches/2359063/reign-vs-detonate-cct-north-america-series-1
1277,Villainous Union,Take Flyte,0,2,2022-09-22,/matches/2359062/villainous-union-vs-take-flyte-cct-north-america-series-1
1278,Fluxo,ODDIK,16,9,2022-09-22,/matches/2359074/fluxo-vs-oddik-kabum-challenge-cup-2
1279,Davenport University,Limitless,2,1,2022-09-22,/matches/2359061/davenport-university-vs-limitless-cct-north-america-series-1
1280,ODDIK,Meta BR,16,8,2022-09-22,/matches/2359069/oddik-vs-meta-br-kabum-challenge-cup-2
1281,9z Academy,Sotano,2,0,2022-09-22,/matches/2359040/9z-academy-vs-sotano-americas-supercup-2022
1282,Fluxo,Daotsu,16,4,2022-09-22,/matches/2359068/fluxo-vs-daotsu-kabum-challenge-cup-2
1283,Liquid,Movistar Riders,2,1,2022-09-22,/matches/2357740/liquid-vs-movistar-riders-esl-pro-league-season-16
1284,EYEBALLERS,Iron Branch,2,1,2022-09-22,/matches/2359021/eyeballers-vs-iron-branch-esea-advanced-season-42-europe
1285,Vitality,G2,2,1,2022-08-26,/matches/2357662/vitality-vs-g2-blast-premier-fall-groups-2022
1286,Sharks,Isurus,0,2,2022-08-26,/matches/2358241/sharks-vs-isurus-cct-south-america-series-1
1287,Liquid,Ninjas in Pyjamas,2,0,2022-08-26,/matches/2357663/liquid-vs-ninjas-in-pyjamas-blast-premier-fall-groups-2022
1288,PALOMA,Enterprise,2,1,2022-08-26,/matches/2358246/paloma-vs-enterprise-cct-central-europe-series-1
1289,Corinthians,Meta BR,0,1,2022-08-26,/matches/2358242/corinthians-vs-meta-br-cct-south-america-series-1
1290,paiN,Daotsu,2,0,2022-08-26,/matches/2358240/pain-vs-daotsu-cct-south-america-series-1
1291,FaZe,OG,1,2,2022-08-26,/matches/2357661/faze-vs-og-blast-premier-fall-groups-2022
1292,EYEBALLERS,KOVA,1,2,2022-08-26,/matches/2358245/eyeballers-vs-kova-cct-central-europe-series-1
1293,Sampi,X,0,2,2022-08-26,/matches/2358244/sampi-vs-x-cct-central-europe-series-1
1294,00NATION,SWS,2,0,2022-08-26,/matches/2358239/00nation-vs-sws-cct-south-america-series-1
1295,WINDINGO,Ape Gang,9,16,2022-09-19,/matches/2358974/windingo-vs-ape-gang-americas-supercup-2022
1296,EYEBALLERS,Nexus,1,2,2022-09-19,/matches/2358988/eyeballers-vs-nexus-cct-central-europe-series-2
1297,Meta BR,Sotano,16,5,2022-09-19,/matches/2358973/meta-br-vs-sotano-americas-supercup-2022
1298,FTW,Enterprise,2,0,2022-09-19,/matches/2358987/ftw-vs-enterprise-cct-central-europe-series-2
1299,SKADE X,ECLOT,0,2,2022-09-19,/matches/2358978/skade-x-vs-eclot-elisa-invitational-fall-2022
1300,ex-SKADE,MOUZ NXT,2,0,2022-09-19,/matches/2358986/ex-skade-vs-mouz-nxt-cct-central-europe-series-2
1301,EYEBALLERS,Hotspurs,2,1,2022-09-19,/matches/2358977/eyeballers-vs-hotspurs-elisa-invitational-fall-2022
